Month,Year,Store,Day,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,FormattedDate,FormattedHolidayFlag,HolidayType,Real_Weekly_Sales
7,2010,35,23,1121756.43,0,81.56,2.771,136.4366924,8.861,23-Jul-10,Not Holiday,Non-Holiday,822180.9033
7,2010,7,23,570231.21,0,64.64,2.691,189.774698,9.017,23-Jul-10,Not Holiday,Non-Holiday,300477.9963
7,2010,27,23,1808250.71,0,81.56,2.924,136.4366924,7.982,23-Jul-10,Not Holiday,Non-Holiday,1325340.477
7,2010,18,23,1032908.23,0,75.71,2.784,132.5825806,9.342,23-Jul-10,Not Holiday,Non-Holiday,779067.8273
7,2010,32,23,1109574.11,0,75.69,2.691,189.774698,9.017,23-Jul-10,Not Holiday,Non-Holiday,584679.6869
7,2010,14,23,2044155.39,0,81.46,2.771,182.3509895,8.743,23-Jul-10,Not Holiday,Non-Holiday,1121000.437
7,2010,29,23,506502.09,0,76.91,2.784,132.5825806,10.409,23-Jul-10,Not Holiday,Non-Holiday,382027.6297
7,2010,39,23,1314651.83,0,82.2,2.608,209.9958663,8.36,23-Jul-10,Not Holiday,Non-Holiday,626037.004
7,2010,1,23,1385065.2,0,83.36,2.608,211.2351443,7.787,23-Jul-10,Not Holiday,Non-Holiday,655698.2762
7,2010,26,23,971615.62,0,65.4,2.784,132.5825806,8.445,23-Jul-10,Not Holiday,Non-Holiday,732838.0664
7,2010,41,23,1192213.87,0,70.77,2.691,189.774698,7.335,23-Jul-10,Not Holiday,Non-Holiday,628225.9345
7,2010,16,23,588344.18,0,70.67,2.691,189.774698,6.868,23-Jul-10,Not Holiday,Non-Holiday,310022.4562
7,2010,44,23,292680.16,0,82.27,2.797,126.1283548,7.804,23-Jul-10,Not Holiday,Non-Holiday,232049.4551
7,2010,6,23,1585240.92,0,83.9,2.608,212.7578505,6.973,23-Jul-10,Not Holiday,Non-Holiday,745091.6224
7,2010,36,23,452021.2,0,82.6,2.542,209.9958663,8.36,23-Jul-10,Not Holiday,Non-Holiday,215252.4276
7,2010,11,23,1244390.03,0,84.57,2.608,214.5564968,7.346,23-Jul-10,Not Holiday,Non-Holiday,579982.4515
7,2010,23,23,1333634.45,0,70.2,2.784,132.5825806,5.326,23-Jul-10,Not Holiday,Non-Holiday,1005889.646
7,2010,13,23,1907351.2,0,82.27,2.797,126.1283548,7.951,23-Jul-10,Not Holiday,Non-Holiday,1512230.301
7,2010,22,23,974123.2,0,76.91,2.784,136.4366924,8.433,23-Jul-10,Not Holiday,Non-Holiday,713974.5056
7,2010,10,23,1831676.03,0,88.44,3.112,126.1283548,9.199,23-Jul-10,Not Holiday,Non-Holiday,1452231.763
7,2010,9,30,468675.19,0,79.83,2.64,214.9257105,6.442,30-Jul-10,Not Holiday,Non-Holiday,218063.8086
7,2010,7,30,603547.16,0,66.07,2.69,189.9368504,9.017,30-Jul-10,Not Holiday,Non-Holiday,317762.0134
7,2010,8,30,787295.09,0,76.02,2.64,214.7418728,6.315,30-Jul-10,Not Holiday,Non-Holiday,366623.9284
7,2010,32,30,1065350.56,0,75.62,2.69,189.9368504,9.017,30-Jul-10,Not Holiday,Non-Holiday,560897.2444
7,2010,39,30,1308222.24,0,80.99,2.64,210.1286794,8.36,30-Jul-10,Not Holiday,Non-Holiday,622581.479
7,2010,22,30,970773.64,0,76.35,2.792,136.4554021,8.433,30-Jul-10,Not Holiday,Non-Holiday,711421.9189
7,2010,33,30,242047.03,0,92.71,3.017,126.1069032,9.495,30-Jul-10,Not Holiday,Non-Holiday,191937.97
7,2010,42,30,469598.57,0,85.03,3.017,126.1069032,9.199,30-Jul-10,Not Holiday,Non-Holiday,372381.3353
7,2010,37,30,487912.95,0,81.88,2.64,210.1286794,8.36,30-Jul-10,Not Holiday,Non-Holiday,232197.2191
7,2010,41,30,1211136.63,0,70.07,2.69,189.9368504,7.335,30-Jul-10,Not Holiday,Non-Holiday,637652.2657
7,2010,11,30,1250178.89,0,83.26,2.64,214.695346,7.346,30-Jul-10,Not Holiday,Non-Holiday,582303.6751
7,2010,43,30,622112.23,0,79.79,2.64,203.2961774,9.816,30-Jul-10,Not Holiday,Non-Holiday,306012.7534
7,2010,36,30,432451.91,0,81.88,2.602,210.1286794,8.36,30-Jul-10,Not Holiday,Non-Holiday,205803.3731
7,2010,26,30,1005324.28,0,63.79,2.792,132.5983871,8.445,30-Jul-10,Not Holiday,Non-Holiday,758172.3292
7,2010,5,30,268929.03,0,82.46,2.64,211.9270006,6.496,30-Jul-10,Not Holiday,Non-Holiday,126897.0113
7,2010,6,30,1532308.78,0,81.37,2.64,212.8944846,6.973,30-Jul-10,Not Holiday,Non-Holiday,719750.3415
7,2010,45,30,716859.27,0,79.78,2.781,182.4415378,8.743,30-Jul-10,Not Holiday,Non-Holiday,392925.4701
7,2010,24,30,1387517.63,0,75.91,2.932,132.5983871,8.117,30-Jul-10,Not Holiday,Non-Holiday,1046406.114
7,2010,13,30,1817887.23,0,78.94,2.797,126.1069032,7.951,30-Jul-10,Not Holiday,Non-Holiday,1441544.582
7,2010,23,30,1319773.55,0,69.71,2.792,132.5983871,5.326,30-Jul-10,Not Holiday,Non-Holiday,995316.443
7,2010,28,30,1150204.71,0,96.31,3.017,126.1069032,14.18,30-Jul-10,Not Holiday,Non-Holiday,912087.0316
7,2010,12,30,913548.25,0,96.31,3.017,126.1069032,14.18,30-Jul-10,Not Holiday,Non-Holiday,724423.665
7,2010,10,30,1832664.03,0,85.03,3.017,126.1069032,9.199,30-Jul-10,Not Holiday,Non-Holiday,1453262.259
7,2010,16,30,562633.67,0,70.71,2.69,189.9368504,6.868,30-Jul-10,Not Holiday,Non-Holiday,296221.4382
7,2010,38,30,336378.38,0,96.31,3.017,126.1069032,14.18,30-Jul-10,Not Holiday,Non-Holiday,266740.6553
7,2010,44,30,275020.96,0,78.94,2.797,126.1069032,7.804,30-Jul-10,Not Holiday,Non-Holiday,218085.5711
7,2010,4,30,1796637.61,0,80.7,2.65,126.1069032,7.372,30-Jul-10,Not Holiday,Non-Holiday,1424694.1
7,2010,1,30,1371986.6,0,81.84,2.64,211.3699032,7.787,30-Jul-10,Not Holiday,Non-Holiday,649092.6945
7,2010,25,30,682124.34,0,71.99,2.781,204.605272,7.527,30-Jul-10,Not Holiday,Non-Holiday,333385.5151
7,2010,35,30,1139131.78,0,79.78,2.781,136.4554021,8.861,30-Jul-10,Not Holiday,Non-Holiday,834801.5267
7,2010,14,30,2054843.28,0,79.78,2.781,182.4415378,8.743,30-Jul-10,Not Holiday,Non-Holiday,1126302.324
7,2010,17,30,833517.19,0,69.96,2.797,126.1069032,6.697,30-Jul-10,Not Holiday,Non-Holiday,660960.795
7,2010,3,30,347955.05,0,82.04,2.64,214.695346,7.346,30-Jul-10,Not Holiday,Non-Holiday,162069.2095
7,2010,34,30,875976.83,0,72.26,2.65,126.1069032,9.816,30-Jul-10,Not Holiday,Non-Holiday,694630.3555
7,2010,29,30,509872.77,0,76.35,2.792,132.5983871,10.409,30-Jul-10,Not Holiday,Non-Holiday,384524.1116
7,2010,27,30,1816489.53,0,79.78,2.932,136.4554021,7.982,30-Jul-10,Not Holiday,Non-Holiday,1331196.495
7,2010,18,30,1078557.62,0,75.79,2.792,132.5983871,9.342,30-Jul-10,Not Holiday,Non-Holiday,813401.7642
7,2010,20,30,1955896.59,0,76.03,2.781,204.605272,7.527,30-Jul-10,Not Holiday,Non-Holiday,955936.5557
7,2010,40,30,953393.02,0,71.35,2.792,132.5983871,5.326,30-Jul-10,Not Holiday,Non-Holiday,719008.0067
10,2010,23,1,1129909.44,0,62.07,2.717,132.7568,5.287,1-Oct-10,Not Holiday,Non-Holiday,851112.2895
10,2010,10,1,1645892.97,0,86.01,3.001,126.2346,9.003,1-Oct-10,Not Holiday,Non-Holiday,1303836.642
10,2010,15,1,566945.95,0,59.69,2.84,132.7568,8.067,1-Oct-10,Not Holiday,Non-Holiday,427056.0529
10,2010,1,1,1453329.5,0,71.89,2.603,211.6719895,7.838,1-Oct-10,Not Holiday,Non-Holiday,686595.0962
10,2010,41,1,1109216.35,0,62.67,2.759,190.6738241,7.508,1-Oct-10,Not Holiday,Non-Holiday,581734.9892
10,2010,25,1,658640.14,0,57.56,2.707,204.8850973,7.484,1-Oct-10,Not Holiday,Non-Holiday,321468.0563
10,2010,17,1,829207.27,0,60.07,2.853,126.2346,6.885,1-Oct-10,Not Holiday,Non-Holiday,656877.9637
10,2010,27,1,1543532.83,0,70.19,2.84,136.6297571,8.021,1-Oct-10,Not Holiday,Non-Holiday,1129719.369
10,2010,19,1,1379456.3,0,59.91,2.84,132.7568,8.067,1-Oct-10,Not Holiday,Non-Holiday,1039085.23
10,2010,29,1,474698.01,0,69.31,2.717,132.7568,10.524,1-Oct-10,Not Holiday,Non-Holiday,357569.6386
10,2010,30,1,445475.3,0,70.28,2.603,211.3298742,8.163,1-Oct-10,Not Holiday,Non-Holiday,210796.179
10,2010,44,1,300152.45,0,68.74,2.853,126.2346,7.61,1-Oct-10,Not Holiday,Non-Holiday,237773.5185
10,2010,28,1,1203080.41,0,85.2,3.001,126.2346,14.313,1-Oct-10,Not Holiday,Non-Holiday,953051.2316
10,2010,18,1,948977.5,0,67.76,2.717,132.7568,9.331,1-Oct-10,Not Holiday,Non-Holiday,714824.0241
10,2010,31,1,1213981.64,0,70.28,2.603,211.3298742,8.163,1-Oct-10,Not Holiday,Non-Holiday,574448.6645
10,2010,21,1,677158.39,0,70.28,2.603,211.3298742,8.163,1-Oct-10,Not Holiday,Non-Holiday,320427.1959
10,2010,42,1,481523.93,0,86.01,3.001,126.2346,9.003,1-Oct-10,Not Holiday,Non-Holiday,381451.6226
10,2010,11,1,1182490.46,0,75.11,2.603,214.9846548,7.564,1-Oct-10,Not Holiday,Non-Holiday,550034.8204
10,2010,26,1,923221.52,0,57.8,2.717,132.7568,8.149,1-Oct-10,Not Holiday,Non-Holiday,695423.1497
10,2010,45,1,690007.76,0,70.58,2.707,182.7168385,8.724,1-Oct-10,Not Holiday,Non-Holiday,377637.7512
10,2010,22,1,905987.17,0,69.31,2.717,136.6297571,8.572,1-Oct-10,Not Holiday,Non-Holiday,663096.5239
10,2010,32,1,1061089.56,0,66.14,2.759,190.6738241,9.137,1-Oct-10,Not Holiday,Non-Holiday,556494.6133
10,2010,39,1,1219583.91,0,72.74,2.603,210.4404433,8.476,1-Oct-10,Not Holiday,Non-Holiday,579538.7478
10,2010,9,1,495692.19,0,69.08,2.603,215.2141341,6.56,1-Oct-10,Not Holiday,Non-Holiday,230325.1095
10,2010,3,1,358784.1,0,73.6,2.603,214.9846548,7.564,1-Oct-10,Not Holiday,Non-Holiday,166888.2369
10,2010,14,1,1855703.66,0,70.58,2.707,182.7168385,8.724,1-Oct-10,Not Holiday,Non-Holiday,1015617.211
10,2010,37,1,529877.93,0,74.66,2.603,210.4404433,8.476,1-Oct-10,Not Holiday,Non-Holiday,251794.7224
10,2010,4,1,1842821.02,0,63.96,2.619,126.2346,7.127,1-Oct-10,Not Holiday,Non-Holiday,1459838.285
10,2010,7,1,448998.73,0,49.99,2.759,190.6738241,9.137,1-Oct-10,Not Holiday,Non-Holiday,235480.0047
10,2010,40,1,891152.33,0,62.01,2.717,132.7568,5.287,1-Oct-10,Not Holiday,Non-Holiday,671266.8052
10,2010,36,1,422169.47,0,74.66,2.567,210.4404433,8.476,1-Oct-10,Not Holiday,Non-Holiday,200612.3269
10,2010,8,1,804105.49,0,68.7,2.603,215.0310029,6.433,1-Oct-10,Not Holiday,Non-Holiday,373948.6303
10,2010,2,1,1827440.43,0,69.24,2.603,211.3298742,8.163,1-Oct-10,Not Holiday,Non-Holiday,864733.6005
10,2010,24,1,1215273.2,0,66.88,2.84,132.7568,8.275,1-Oct-10,Not Holiday,Non-Holiday,915413.1464
10,2010,16,1,463977.54,0,59.39,2.759,190.6738241,6.986,1-Oct-10,Not Holiday,Non-Holiday,243335.7291
10,2010,13,1,1765584.48,0,68.74,2.853,126.2346,7.795,1-Oct-10,Not Holiday,Non-Holiday,1398653.364
10,2010,34,1,865709.11,0,70.13,2.619,126.2346,10.21,1-Oct-10,Not Holiday,Non-Holiday,685793.8394
10,2010,6,1,1328468.89,0,70.69,2.603,213.1907129,7.007,1-Oct-10,Not Holiday,Non-Holiday,623136.3796
10,2010,12,1,850936.26,0,85.2,3.001,126.2346,14.313,1-Oct-10,Not Holiday,Non-Holiday,674091.1446
10,2010,35,1,771065.21,0,70.19,2.707,136.6297571,8.763,1-Oct-10,Not Holiday,Non-Holiday,564346.4691
10,2010,33,1,224294.39,0,91.45,3.001,126.2346,9.265,1-Oct-10,Not Holiday,Non-Holiday,177680.5963
10,2010,43,1,657108.77,0,77.93,2.603,203.5934286,10.21,1-Oct-10,Not Holiday,Non-Holiday,322755.3927
10,2010,20,1,1933719.21,0,61.08,2.707,204.8850973,7.484,1-Oct-10,Not Holiday,Non-Holiday,943806.668
10,2010,5,1,283178.12,0,71.1,2.603,212.2269463,6.768,1-Oct-10,Not Holiday,Non-Holiday,133431.746
10,2010,38,1,360256.58,0,85.2,3.001,126.2346,14.313,1-Oct-10,Not Holiday,Non-Holiday,285386.558
10,2010,22,8,1015051.62,0,56.32,2.776,136.6277321,8.572,8-Oct-10,Not Holiday,Non-Holiday,742932.3494
10,2010,20,8,2060389.27,0,51.5,2.764,204.951982,7.484,8-Oct-10,Not Holiday,Non-Holiday,1005303.413
10,2010,26,8,1001069.52,0,46.81,2.776,132.7516667,8.149,8-Oct-10,Not Holiday,Non-Holiday,754091.8656
10,2010,27,8,1707662.87,0,57.78,2.903,136.6277321,8.021,8-Oct-10,Not Holiday,Non-Holiday,1249865.488
10,2010,19,8,1428960.72,0,53.74,2.903,132.7516667,8.067,8-Oct-10,Not Holiday,Non-Holiday,1076416.406
10,2010,15,8,591603.79,0,52.19,2.903,132.7516667,8.067,8-Oct-10,Not Holiday,Non-Holiday,445646.9773
10,2010,23,8,1179851.68,0,50.75,2.776,132.7516667,5.287,8-Oct-10,Not Holiday,Non-Holiday,888766.0015
10,2010,21,8,680579.49,0,65.76,2.633,211.4044906,8.163,8-Oct-10,Not Holiday,Non-Holiday,321932.3715
10,2010,25,8,674283.86,0,48.46,2.764,204.951982,7.484,8-Oct-10,Not Holiday,Non-Holiday,328996.0182
10,2010,32,8,1085483.44,0,61.81,2.745,190.7763218,9.137,8-Oct-10,Not Holiday,Non-Holiday,568982.2666
10,2010,14,8,2091663.2,0,56.49,2.764,182.7640032,8.724,8-Oct-10,Not Holiday,Non-Holiday,1144461.252
10,2010,28,8,1334571.87,0,71.82,3.013,126.2791667,14.313,8-Oct-10,Not Holiday,Non-Holiday,1056842.474
10,2010,18,8,1107432.71,0,54.73,2.776,132.7516667,9.331,8-Oct-10,Not Holiday,Non-Holiday,834213.79
10,2010,31,8,1300131.68,0,65.76,2.633,211.4044906,8.163,8-Oct-10,Not Holiday,Non-Holiday,614997.1915
10,2010,34,8,931710.67,0,65.21,2.645,126.2791667,10.21,8-Oct-10,Not Holiday,Non-Holiday,737818.1963
10,2010,13,8,1871924.07,0,63.03,2.841,126.2791667,7.795,8-Oct-10,Not Holiday,Non-Holiday,1482369.673
10,2010,29,8,530059.06,0,56.32,2.776,132.7516667,10.524,8-Oct-10,Not Holiday,Non-Holiday,399286.1809
10,2010,17,8,827738.06,0,58.06,2.841,126.2791667,6.885,8-Oct-10,Not Holiday,Non-Holiday,655482.6751
10,2010,16,8,442894.2,0,54.29,2.745,190.7763218,6.986,8-Oct-10,Not Holiday,Non-Holiday,232153.6529
10,2010,30,8,462080.47,0,65.76,2.633,211.4044906,8.163,8-Oct-10,Not Holiday,Non-Holiday,218576.4686
10,2010,24,8,1361944.94,0,54.82,2.903,132.7516667,8.275,8-Oct-10,Not Holiday,Non-Holiday,1025934.343
10,2010,33,8,266484.19,0,79.02,2.924,126.2791667,9.265,8-Oct-10,Not Holiday,Non-Holiday,211027.8338
10,2010,12,8,918335.68,0,71.82,3.013,126.2791667,14.313,8-Oct-10,Not Holiday,Non-Holiday,727226.5917
10,2010,10,8,1772192.42,0,77.04,2.924,126.2791667,9.003,8-Oct-10,Not Holiday,Non-Holiday,1403392.552
10,2010,6,8,1360317.9,0,65.21,2.633,213.2661373,7.007,8-Oct-10,Not Holiday,Non-Holiday,637849.9265
10,2010,41,8,1162042.24,0,57.1,2.745,190.7763218,7.508,8-Oct-10,Not Holiday,Non-Holiday,609112.404
10,2010,11,8,1293472.8,0,68.71,2.633,215.060858,7.564,8-Oct-10,Not Holiday,Non-Holiday,601445.0105
10,2010,36,8,444351.61,0,66.34,2.595,210.5144398,8.476,8-Oct-10,Not Holiday,Non-Holiday,211078.9219
10,2010,1,8,1508239.93,0,63.93,2.633,211.7467544,7.838,8-Oct-10,Not Holiday,Non-Holiday,712284.7924
10,2010,45,8,745782.1,0,56.49,2.764,182.7640032,8.724,8-Oct-10,Not Holiday,Non-Holiday,408057.4331
10,2010,2,8,1849921.44,0,63.19,2.633,211.4044906,8.163,8-Oct-10,Not Holiday,Non-Holiday,875062.5092
10,2010,40,8,972405.38,0,52.02,2.776,132.7516667,5.287,8-Oct-10,Not Holiday,Non-Holiday,732499.5642
10,2010,7,8,480239.88,0,44.13,2.745,190.7763218,9.137,8-Oct-10,Not Holiday,Non-Holiday,251729.2898
10,2010,37,8,524483.65,0,66.34,2.633,210.5144398,8.476,8-Oct-10,Not Holiday,Non-Holiday,249143.7882
10,2010,44,8,279524.44,0,63.03,2.841,126.2791667,7.61,8-Oct-10,Not Holiday,Non-Holiday,221354.359
10,2010,3,8,395107.35,0,66.99,2.633,215.060858,7.564,8-Oct-10,Not Holiday,Non-Holiday,183718.8569
10,2010,9,8,505069.21,0,65.35,2.633,215.290437,6.56,8-Oct-10,Not Holiday,Non-Holiday,234598.9989
10,2010,38,8,351271.36,0,71.82,3.013,126.2791667,14.313,8-Oct-10,Not Holiday,Non-Holiday,278170.4767
10,2010,35,8,874615.32,0,57.78,2.764,136.6277321,8.763,8-Oct-10,Not Holiday,Non-Holiday,640144.7982
10,2010,43,8,713332.54,0,72.81,2.633,203.6651786,10.21,8-Oct-10,Not Holiday,Non-Holiday,350247.6687
10,2010,42,8,599759.45,0,77.04,2.924,126.2791667,9.003,8-Oct-10,Not Holiday,Non-Holiday,474947.2662
10,2010,8,8,870349.86,0,62.94,2.633,215.1072262,6.433,8-Oct-10,Not Holiday,Non-Holiday,404612.0976
5,2010,29,28,577627.66,0,65.64,2.906,132.2939355,10.16,28-May-10,Not Holiday,Non-Holiday,436624.4438
10,2010,5,8,290494.85,0,64.99,2.633,212.3019522,6.768,8-Oct-10,Not Holiday,Non-Holiday,136830.9839
10,2010,4,8,1951494.85,0,67.73,2.645,126.2791667,7.127,8-Oct-10,Not Holiday,Non-Holiday,1545381.476
10,2010,17,15,838297.32,0,47.35,2.845,126.3266774,6.885,15-Oct-10,Not Holiday,Non-Holiday,663594.8457
10,2010,2,15,1794355.49,0,65.8,2.72,211.4713286,8.163,15-Oct-10,Not Holiday,Non-Holiday,848510.0566
10,2010,19,15,1369317.63,0,51.32,2.999,132.7633548,8.067,15-Oct-10,Not Holiday,Non-Holiday,1031397.28
10,2010,31,15,1265852.43,0,68.61,2.72,211.4713286,8.163,15-Oct-10,Not Holiday,Non-Holiday,598592.9338
10,2010,27,15,1728388.2,0,58.38,2.999,136.6401935,8.021,15-Oct-10,Not Holiday,Non-Holiday,1264919.315
10,2010,22,15,954401.46,0,55.23,2.878,136.6401935,8.572,15-Oct-10,Not Holiday,Non-Holiday,698477.8311
10,2010,13,15,1851431.06,0,54.12,2.845,126.3266774,7.795,15-Oct-10,Not Holiday,Non-Holiday,1465589.928
10,2010,5,15,280681.2,0,68.11,2.72,212.3691867,6.768,15-Oct-10,Not Holiday,Non-Holiday,132166.6313
10,2010,16,15,452169.28,0,45,2.762,190.8623087,6.986,15-Oct-10,Not Holiday,Non-Holiday,236908.6296
10,2010,39,15,1238742,0,69.96,2.72,210.5805944,8.476,15-Oct-10,Not Holiday,Non-Holiday,588250.7852
10,2010,11,15,1175003.67,0,71.46,2.72,215.1293114,7.564,15-Oct-10,Not Holiday,Non-Holiday,546184.8329
10,2010,18,15,1029618.1,0,52.02,2.878,132.7633548,9.331,15-Oct-10,Not Holiday,Non-Holiday,775528.8359
10,2010,41,15,1133913.33,0,49.91,2.762,190.8623087,7.508,15-Oct-10,Not Holiday,Non-Holiday,594100.1855
10,2010,6,15,1344580.92,0,68.93,2.72,213.3337977,7.007,15-Oct-10,Not Holiday,Non-Holiday,630270.9343
10,2010,24,15,1300806.74,0,52.83,2.999,132.7633548,8.275,15-Oct-10,Not Holiday,Non-Holiday,979793.5145
10,2010,45,15,715263.3,0,58.61,2.868,182.8106203,8.724,15-Oct-10,Not Holiday,Non-Holiday,391259.1614
10,2010,36,15,453308.15,0,71.57,2.705,210.5805944,8.476,15-Oct-10,Not Holiday,Non-Holiday,215265.8707
10,2010,33,15,251732.92,0,80.49,3.08,126.3266774,9.265,15-Oct-10,Not Holiday,Non-Holiday,199271.3853
10,2010,42,15,559285.35,0,75.48,3.08,126.3266774,9.003,15-Oct-10,Not Holiday,Non-Holiday,442729.4072
10,2010,7,15,463370.48,0,35.86,2.762,190.8623087,9.137,15-Oct-10,Not Holiday,Non-Holiday,242777.363
10,2010,15,15,577011.26,0,49.96,2.999,132.7633548,8.067,15-Oct-10,Not Holiday,Non-Holiday,434616.36
10,2010,38,15,337743.26,0,75,2.976,126.3266774,14.313,15-Oct-10,Not Holiday,Non-Holiday,267357.0357
10,2010,20,15,1950676.39,0,59.17,2.868,205.0137637,7.484,15-Oct-10,Not Holiday,Non-Holiday,951485.5758
10,2010,43,15,699852.68,0,68.78,2.72,203.7299032,10.21,15-Oct-10,Not Holiday,Non-Holiday,343519.8609
10,2010,9,15,454769.68,0,67.36,2.72,215.3589917,6.56,15-Oct-10,Not Holiday,Non-Holiday,211168.1878
10,2010,26,15,937956.89,0,39.93,2.878,132.7633548,8.149,15-Oct-10,Not Holiday,Non-Holiday,706487.7891
10,2010,30,15,453943.89,0,68.61,2.72,211.4713286,8.163,15-Oct-10,Not Holiday,Non-Holiday,214659.7806
10,2010,32,15,1096692.88,0,52.96,2.762,190.8623087,9.137,15-Oct-10,Not Holiday,Non-Holiday,574598.9805
10,2010,28,15,1158062.99,0,75,2.976,126.3266774,14.313,15-Oct-10,Not Holiday,Non-Holiday,916720.8493
10,2010,3,15,345584.39,0,69.71,2.72,215.1293114,7.564,15-Oct-10,Not Holiday,Non-Holiday,160640.3087
10,2010,44,15,268708.43,0,54.12,2.845,126.3266774,7.61,15-Oct-10,Not Holiday,Non-Holiday,212709.1724
10,2010,34,15,888703.62,0,59.57,2.732,126.3266774,10.21,15-Oct-10,Not Holiday,Non-Holiday,703496.3939
10,2010,14,15,1932162.63,0,58.61,2.868,182.8106203,8.724,15-Oct-10,Not Holiday,Non-Holiday,1056920.34
10,2010,37,15,498925.86,0,71.57,2.72,210.5805944,8.476,15-Oct-10,Not Holiday,Non-Holiday,236928.6977
10,2010,4,15,1867345.09,0,62.03,2.732,126.3266774,7.127,15-Oct-10,Not Holiday,Non-Holiday,1478187.449
10,2010,10,15,1703850.25,0,75.48,3.08,126.3266774,9.003,15-Oct-10,Not Holiday,Non-Holiday,1348765.19
10,2010,25,15,616094.72,0,54.09,2.868,205.0137637,7.484,15-Oct-10,Not Holiday,Non-Holiday,300513.8333
10,2010,40,15,917883.17,0,44.56,2.878,132.7633548,5.287,15-Oct-10,Not Holiday,Non-Holiday,691367.8638
10,2010,21,15,693412.05,0,68.61,2.72,211.4713286,8.163,15-Oct-10,Not Holiday,Non-Holiday,327898.8478
10,2010,35,15,798376.99,0,58.38,2.868,136.6401935,8.763,15-Oct-10,Not Holiday,Non-Holiday,584291.4662
10,2010,8,15,826546.96,0,62.59,2.72,215.1757,6.433,15-Oct-10,Not Holiday,Non-Holiday,384126.5347
10,2010,1,15,1459409.1,0,67.18,2.72,211.8137436,7.838,15-Oct-10,Not Holiday,Non-Holiday,689005.8573
10,2010,23,15,1119809.71,0,45.55,2.878,132.7633548,5.287,15-Oct-10,Not Holiday,Non-Holiday,843462.9508
10,2010,12,15,862419.84,0,75,2.976,126.3266774,14.313,15-Oct-10,Not Holiday,Non-Holiday,682690.1948
10,2010,29,15,483011.69,0,55.23,2.878,132.7633548,10.524,15-Oct-10,Not Holiday,Non-Holiday,363814.0138
10,2010,11,22,1169831.38,0,72.6,2.725,215.17839,7.564,22-Oct-10,Not Holiday,Non-Holiday,543656.5354
10,2010,14,22,1936621.09,0,53.15,2.917,182.8558685,8.724,22-Oct-10,Not Holiday,Non-Holiday,1059097.04
10,2010,29,22,505221.17,0,50.24,2.919,132.8170968,10.524,22-Oct-10,Not Holiday,Non-Holiday,380388.6564
10,2010,40,22,882180.91,0,41.25,2.919,132.8170968,5.287,22-Oct-10,Not Holiday,Non-Holiday,664207.3432
10,2010,37,22,510425.4,0,72.24,2.725,210.6271444,8.476,22-Oct-10,Not Holiday,Non-Holiday,242336.0016
10,2010,5,22,284988.27,0,70.96,2.725,212.4169928,6.768,22-Oct-10,Not Holiday,Non-Holiday,134164.5347
10,2010,8,22,836419.14,0,62.86,2.725,215.2248,6.433,22-Oct-10,Not Holiday,Non-Holiday,388625.8182
10,2010,7,22,472450.81,0,36.84,2.762,190.9070184,9.137,22-Oct-10,Not Holiday,Non-Holiday,247476.9204
10,2010,45,22,730899.37,0,53.15,2.917,182.8558685,8.724,22-Oct-10,Not Holiday,Non-Holiday,399713.3786
10,2010,10,22,1740234.06,0,68.12,3.014,126.3815484,9.003,22-Oct-10,Not Holiday,Non-Holiday,1376968.459
10,2010,24,22,1234875.33,0,48.69,3.049,132.8170968,8.275,22-Oct-10,Not Holiday,Non-Holiday,929756.3038
10,2010,31,22,1262289.29,0,70.72,2.725,211.5187208,8.163,22-Oct-10,Not Holiday,Non-Holiday,596774.2643
10,2010,2,22,1737947.64,0,68.5,2.725,211.5187208,8.163,22-Oct-10,Not Holiday,Non-Holiday,821651.9244
10,2010,17,22,815093.76,0,47.95,2.849,126.3815484,6.885,22-Oct-10,Not Holiday,Non-Holiday,644946.8062
10,2010,9,22,466322.76,0,69.99,2.725,215.4081762,6.56,22-Oct-10,Not Holiday,Non-Holiday,216483.3147
10,2010,38,22,339042.18,0,68.85,3.014,126.3815484,14.313,22-Oct-10,Not Holiday,Non-Holiday,268268.7341
10,2010,4,22,1927610.06,0,64.17,2.736,126.3815484,7.127,22-Oct-10,Not Holiday,Non-Holiday,1525230.609
10,2010,27,22,1693935.29,0,52.82,3.049,136.688871,8.021,22-Oct-10,Not Holiday,Non-Holiday,1239263.502
10,2010,6,22,1332716.53,0,70.97,2.725,213.3820486,7.007,22-Oct-10,Not Holiday,Non-Holiday,624568.2515
10,2010,15,22,600395.73,0,47.1,3.049,132.8170968,8.067,22-Oct-10,Not Holiday,Non-Holiday,452047.0214
10,2010,44,22,270110.3,0,56.89,2.849,126.3815484,7.61,22-Oct-10,Not Holiday,Non-Holiday,213726.0569
10,2010,41,22,1156003.7,0,48.09,2.762,190.9070184,7.508,22-Oct-10,Not Holiday,Non-Holiday,605532.3213
10,2010,18,22,1052120.43,0,47.12,2.919,132.8170968,9.331,22-Oct-10,Not Holiday,Non-Holiday,792157.3768
10,2010,19,22,1357154.71,0,48.45,3.049,132.8170968,8.067,22-Oct-10,Not Holiday,Non-Holiday,1021822.298
10,2010,12,22,857883.46,0,68.85,3.014,126.3815484,14.313,22-Oct-10,Not Holiday,Non-Holiday,678804.3594
10,2010,23,22,1147503.92,0,43.19,2.919,132.8170968,5.287,22-Oct-10,Not Holiday,Non-Holiday,863973.0484
